loc_id,mktcode_id,unique_mktcode_name,mktcode_name,fg_id,fg_name,catalog_id,catalog_code,catalog_name,can_be_sold,category_id,category_name,active,date,qty
4571,6250,130MT7:Safegloss Liner,130 MT7,4254,FG7M0001,10,CAT0005,Safegloss Liner,1,56,0.72 M1 MT/SF,1,2021-10-30,11
4571,5268,8583HZTWEA:Safedecor Safari,8583 HZT WEA,5375,FGB0533,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2021-10-30,6
4571,502,10055UG+:Safedecor 1.0mm Master,10055 UG+,3862,FGA0167,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2021-10-30,12
4571,8049,11392UG+:Safedecor 1.0mm Master,11392 UG+,20398,FGA0713,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2021-10-30,1
4571,6269,131GL7:Safegloss Liner,131 GL7,4273,FG7M0020,10,CAT0005,Safegloss Liner,1,55,0.72 M1 GL,1,2021-10-30,15
4571,1038,8524TAN:Safedecor Safari,8524 TAN,3566,FGB0345,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2021-10-30,2
4571,967,8549VAT:Safedecor Safari,8549 VAT,3495,FGB0274,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2021-10-30,5
4571,995,8547SF:Safedecor Safari,8547 SF ,3523,FGB0302,6,CAT0002,Safedecor Safari,1,63,0.8 SF,1,2021-10-30,3
4571,551,11376UG+:Safedecor 1.0mm Master,11376 UG+,3911,FGA0216,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2021-10-30,4
4571,1077,8556SLE:Safedecor Safari,8556 SLE,3282,FGB0061,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2021-10-30,1
4571,1058,8567HGS:Safedecor Safari,8567 HGS,3330,FGB0109,6,CAT0002,Safedecor Safari,1,60,0.8 HG,1,2021-10-30,1
4571,4796,HD17027UG+:SAFEDECOR DIGITAL,HD 17027 UG+,5202,FGA-HD0028,110,CAT0020,SAFEDECOR DIGITAL,1,102,1.0 HD (8X4),1,2021-10-30,1
4571,345,11356ASH:Safedecor 1.0mm Master,11356 ASH ,3705,FGA0010,4,CAT0001,Safedecor 1.0mm Master,1,93,1.0 TEX 1,1,2021-10-30,10
4571,6257,137MT7:Safegloss Liner,137 MT7,4261,FG7M0008,10,CAT0005,Safegloss Liner,1,57,0.72 M1 PR MT/GL,1,2021-10-30,1
4571,554,11379UG+:Safedecor 1.0mm Master,11379 UG+,3914,FGA0219,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2021-10-30,3
4571,1114,8457SF:Safedecor Safari,8457 SF,3383,FGB0162,6,CAT0002,Safedecor Safari,1,63,0.8 SF,1,2021-10-30,1
4571,6270,135GL7:Safegloss Liner,135 GL7,4274,FG7M0021,10,CAT0005,Safegloss Liner,1,57,0.72 M1 PR MT/GL,1,2021-10-30,15
4571,966,8548VAT:Safedecor Safari,8548 VAT,3494,FGB0273,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2021-10-30,4
4571,5270,8046SF:Safedecor Safari,8046 SF,5377,FGB0535,6,CAT0002,Safedecor Safari,1,63,0.8 SF,1,2021-10-30,30
4571,553,11378UG+:Safedecor 1.0mm Master,11378 UG+,3913,FGA0218,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2021-10-30,4
4571,5279,8587SF:Safedecor Safari,8587 SF,5386,FGB0544,6,CAT0002,Safedecor Safari,1,63,0.8 SF,1,2021-10-30,1
4571,1070,8512SF:Safedecor Safari,8512 SF,3392,FGB0171,6,CAT0002,Safedecor Safari,1,63,0.8 SF,1,2021-10-30,2
4571,6356,172MT7:Safegloss Liner,172 MT7,5270,FG7M0065,10,CAT0005,Safegloss Liner,1,56,0.72 M1 MT/SF,1,2021-10-30,3
4571,4801,HD17032UG+:SAFEDECOR DIGITAL,HD 17032 UG+,5207,FGA-HD0033,110,CAT0020,SAFEDECOR DIGITAL,1,102,1.0 HD (8X4),1,2021-10-30,1
4571,4687,10002SMT:Safedecor 1.0mm Master,10002 SMT,5101,FGA0577,4,CAT0001,Safedecor 1.0mm Master,1,93,1.0 TEX 1,1,2021-10-30,9
4571,550,11375UG+:Safedecor 1.0mm Master,11375 UG+,3910,FGA0215,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2021-10-30,1
4571,5269,8576VAT:Safedecor Safari,8576 VAT,5376,FGB0534,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2021-10-30,5
4571,1121,8337SF:Safedecor Safari,8337 SF,3395,FGB0174,6,CAT0002,Safedecor Safari,1,63,0.8 SF,1,2021-10-30,4
4571,1045,8563VNZ:Safedecor Safari,8563 VNZ ,3573,FGB0352,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2021-10-30,3
4571,8038,11426RDG:Safedecor 1.0mm Master,11426 RDG,20387,FGA0702,4,CAT0001,Safedecor 1.0mm Master,1,93,1.0 TEX 1,1,2021-11-12,1
4571,6250,130MT7:Safegloss Liner,130 MT7,4254,FG7M0001,10,CAT0005,Safegloss Liner,1,56,0.72 M1 MT/SF,1,2021-11-12,10
4571,8049,11392UG+:Safedecor 1.0mm Master,11392 UG+,20398,FGA0713,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2021-11-12,6
4571,6269,131GL7:Safegloss Liner,131 GL7,4273,FG7M0020,10,CAT0005,Safegloss Liner,1,55,0.72 M1 GL,1,2021-11-12,3
4571,982,8513SF:Safedecor Safari,8513 SF,3510,FGB0289,6,CAT0002,Safedecor Safari,1,63,0.8 SF,1,2021-11-12,10
4571,5237,8046HGS:Safedecor Safari,8046 HGS,5344,FGB0502,6,CAT0002,Safedecor Safari,1,60,0.8 HG,1,2021-11-12,4
4571,905,8510ALU:Safedecor Safari,8510 ALU,3433,FGB0212,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2021-11-12,5
4571,986,8523SF:Safedecor Safari,8523 SF,3514,FGB0293,6,CAT0002,Safedecor Safari,1,63,0.8 SF,1,2021-11-12,3
4571,5855,51042SMT:Satyam Laminates,51042 SMT,5765,FGA0649,29,CAT0014,Satyam Laminates,1,93,1.0 TEX 1,1,2021-11-12,5
4571,997,8549SF:Safedecor Safari,8549 SF,3525,FGB0304,6,CAT0002,Safedecor Safari,1,63,0.8 SF,1,2021-11-12,1
4571,508,10092UG+:Safedecor 1.0mm Master,10092 UG+,3868,FGA0173,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2021-11-12,5
4571,414,11324LIN:Safedecor 1.0mm Master,11324 LIN,3774,FGA0079,4,CAT0001,Safedecor 1.0mm Master,1,93,1.0 TEX 1,1,2021-11-12,1
4571,415,11325LIN:Safedecor 1.0mm Master,11325 LIN,3775,FGA0080,4,CAT0001,Safedecor 1.0mm Master,1,93,1.0 TEX 1,1,2021-11-12,2
4571,528,11342UG+:Safedecor 1.0mm Master,11342 UG+,3888,FGA0193,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2021-11-12,2
4571,8029,11430SMT:Safedecor 1.0mm Master,11430 SMT,20378,FGA0693,4,CAT0001,Safedecor 1.0mm Master,1,93,1.0 TEX 1,1,2021-11-12,10
4571,3571,51017SAT:Satyam Laminates,51017 SAT,4175,FGA0480,29,CAT0014,Satyam Laminates,1,93,1.0 TEX 1,1,2021-11-12,7
4571,4776,HD17007UG+:SAFEDECOR DIGITAL,HD 17007 UG+,5182,FGA-HD0008,110,CAT0020,SAFEDECOR DIGITAL,1,102,1.0 HD (8X4),1,2021-10-31,-1
4571,5531,11403UG+:Safedecor 1.0mm Master,11403 UG+,5460,FGA0619,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2021-10-31,-1
4571,8020,WPR1:Safedecor 1.0mm Master,WPR1 ,20369,FGA0684,4,CAT0001,Safedecor 1.0mm Master,1,86,1.0 GX,1,2021-10-31,-1
4571,8021,WPR2:Safedecor 1.0mm Master,WPR2 ,20370,FGA0685,4,CAT0001,Safedecor 1.0mm Master,1,86,1.0 GX,1,2021-10-31,-1
4571,559,11379VCA:Safedecor 1.0mm Master,11379 VCA ,3919,FGA0224,4,CAT0001,Safedecor 1.0mm Master,1,93,1.0 TEX 1,1,2022-09-17,10
4571,8051,11433UG+:Safedecor 1.0mm Master,11433 UG+,20400,FGA0715,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2021-11-12,2
4571,4799,HD17030UG+:SAFEDECOR DIGITAL,HD 17030 UG+,5205,FGA-HD0031,110,CAT0020,SAFEDECOR DIGITAL,1,102,1.0 HD (8X4),1,2021-11-12,3
4571,6266,148MT7:Safegloss Liner,148 MT7,4270,FG7M0017,10,CAT0005,Safegloss Liner,1,56,0.72 M1 MT/SF,1,2021-11-12,22
4571,1072,8386SF:Safedecor Safari,8386 SF,3396,FGB0175,6,CAT0002,Safedecor Safari,1,63,0.8 SF,1,2021-11-12,5
4571,3578,51034SER:Satyam Laminates,51034 SER,4182,FGA0487,29,CAT0014,Satyam Laminates,1,93,1.0 TEX 1,1,2021-11-12,6
4571,498,10049UG+:Safedecor 1.0mm Master,10049 UG+,3858,FGA0163,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2021-11-12,5
4571,937,8521HGS:Safedecor Safari,8521 HGS,3465,FGB0244,6,CAT0002,Safedecor Safari,1,60,0.8 HG,1,2021-11-12,15
4571,6259,140MT7:Safegloss Liner,140 MT7,4263,FG7M0010,10,CAT0005,Safegloss Liner,1,56,0.72 M1 MT/SF,1,2021-11-12,22
4571,5279,8587SF:Safedecor Safari,8587 SF,5386,FGB0544,6,CAT0002,Safedecor Safari,1,63,0.8 SF,1,2021-11-12,12
4571,8037,11425RDG:Safedecor 1.0mm Master,11425 RDG,20386,FGA0701,4,CAT0001,Safedecor 1.0mm Master,1,93,1.0 TEX 1,1,2021-11-12,9
4571,529,11343UG+:Safedecor 1.0mm Master,11343 UG+,3889,FGA0194,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2021-11-12,12
4571,994,8546SF:Safedecor Safari,8546 SF,3522,FGB0301,6,CAT0002,Safedecor Safari,1,63,0.8 SF,1,2021-11-12,1
4571,490,10001UG+:Safedecor 1.0mm Master,10001 UG+,3850,FGA0155,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2021-11-12,15
4571,4785,HD17016UG+:SAFEDECOR DIGITAL,HD 17016 UG+,5191,FGA-HD0017,110,CAT0020,SAFEDECOR DIGITAL,1,102,1.0 HD (8X4),1,2021-11-12,3
4571,4687,10002SMT:Safedecor 1.0mm Master,10002 SMT,5101,FGA0577,4,CAT0001,Safedecor 1.0mm Master,1,93,1.0 TEX 1,1,2021-11-12,5
4571,5240,8049HGS:Safedecor Safari,8049 HGS,5347,FGB0505,6,CAT0002,Safedecor Safari,1,60,0.8 HG,1,2021-11-12,7
4571,3593,51019VNZ:Satyam Laminates,51019 VNZ,4197,FGA0502,29,CAT0014,Satyam Laminates,1,93,1.0 TEX 1,1,2021-11-12,3
4571,601,10094SF:Safedecor 1.0mm Master,10094 SF,3961,FGA0266,4,CAT0001,Safedecor 1.0mm Master,1,91,1.0 SF,1,2021-11-12,10
4571,1120,8499SF:Safedecor Safari,8499 SF,3390,FGB0169,6,CAT0002,Safedecor Safari,1,63,0.8 SF,1,2021-11-12,10
4571,6250,130MT7:Safegloss Liner,130 MT7,4254,FG7M0001,10,CAT0005,Safegloss Liner,1,56,0.72 M1 MT/SF,1,2021-11-13,10
4571,5255,8580SLE:Safedecor Safari,8580 SLE,5362,FGB0520,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2021-11-13,2
4571,5268,8583HZTWEA:Safedecor Safari,8583 HZT WEA,5375,FGB0533,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2021-11-13,10
4571,5867,51047SG+:Satyam Laminates,51047 SG+,5777,FGA0661,29,CAT0014,Satyam Laminates,1,108,1.0 UG+/SG+,1,2021-11-13,4
4571,5844,51054ADG:Satyam Laminates,51054 ADG,5754,FGA0638,29,CAT0014,Satyam Laminates,1,93,1.0 TEX 1,1,2021-11-13,6
4571,1051,8386FCY:Safedecor Safari,8386 FCY,3691,FGB0470,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2021-11-13,1
4571,5870,51057SG+:Satyam Laminates,51057 SG+,5780,FGA0664,29,CAT0014,Satyam Laminates,1,108,1.0 UG+/SG+,1,2021-11-13,2
4571,1023,507P2SLK:Safedecor Safari,507 P2 SLK,3551,FGB0330,6,CAT0002,Safedecor Safari,1,69,0.8 TEX P2,1,2021-11-13,5
4571,995,8547SF:Safedecor Safari,8547 SF ,3523,FGB0302,6,CAT0002,Safedecor Safari,1,63,0.8 SF,1,2021-11-13,2
4571,948,8547HGS:Safedecor Safari,8547 HGS,3476,FGB0255,6,CAT0002,Safedecor Safari,1,60,0.8 HG,1,2021-11-13,2
4571,4796,HD17027UG+:SAFEDECOR DIGITAL,HD 17027 UG+,5202,FGA-HD0028,110,CAT0020,SAFEDECOR DIGITAL,1,102,1.0 HD (8X4),1,2021-11-13,3
4571,4686,11391HZTSCR:Safedecor 1.0mm Master,11391 HZT SCR,5100,FGA0576,4,CAT0001,Safedecor 1.0mm Master,1,93,1.0 TEX 1,1,2021-11-13,5
4571,8053,11435UG+:Safedecor 1.0mm Master,11435 UG+,20402,FGA0717,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2021-11-13,3
4571,554,11379UG+:Safedecor 1.0mm Master,11379 UG+,3914,FGA0219,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2021-11-13,1
4571,6265,147MT7:Safegloss Liner,147 MT7,4269,FG7M0016,10,CAT0005,Safegloss Liner,1,56,0.72 M1 MT/SF,1,2021-11-13,5
4571,1003,8560SF:Safedecor Safari,8560 SF,3531,FGB0310,6,CAT0002,Safedecor Safari,1,63,0.8 SF,1,2021-11-13,16
4571,5249,8584HGS:Safedecor Safari,8584 HGS,5356,FGB0514,6,CAT0002,Safedecor Safari,1,60,0.8 HG,1,2021-11-13,8
4571,427,11264NTR:Safedecor 1.0mm Master,11264 NTR,3787,FGA0092,4,CAT0001,Safedecor 1.0mm Master,1,93,1.0 TEX 1,1,2021-11-13,5
4571,1074,8524SF:Safedecor Safari,8524 SF,3407,FGB0186,6,CAT0002,Safedecor Safari,1,63,0.8 SF,1,2021-11-13,4
4571,465,11365SMT:Safedecor 1.0mm Master,11365 SMT ,3825,FGA0130,4,CAT0001,Safedecor 1.0mm Master,1,93,1.0 TEX 1,1,2021-11-13,5
4571,1004,8561SF:Safedecor Safari,8561 SF,3532,FGB0311,6,CAT0002,Safedecor Safari,1,63,0.8 SF,1,2021-11-13,20
4571,5536,11408UG+:Safedecor 1.0mm Master,11408 UG+,5465,FGA0624,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2021-11-13,2
4571,397,10002GLITTER:Safedecor 1.0mm Master,10002 GLITTER,3757,FGA0062,4,CAT0001,Safedecor 1.0mm Master,1,86,1.0 GX,1,2021-11-13,2
4571,5541,11403SMT:Safedecor 1.0mm Master,11403 SMT,5470,FGA0629,4,CAT0001,Safedecor 1.0mm Master,1,93,1.0 TEX 1,1,2021-11-13,3
4571,5540,11402SMT:Safedecor 1.0mm Master,11402 SMT,5469,FGA0628,4,CAT0001,Safedecor 1.0mm Master,1,93,1.0 TEX 1,1,2021-11-13,2
4571,1095,8003MT:Safedecor Safari,8003 MT,3357,FGB0136,6,CAT0002,Safedecor Safari,1,63,0.8 SF,1,2021-11-13,1
4571,1002,8559SF:Safedecor Safari,8559 SF,3530,FGB0309,6,CAT0002,Safedecor Safari,1,63,0.8 SF,1,2022-09-17,1
4571,461,11343SMT:Safedecor 1.0mm Master,11343 SMT,3821,FGA0126,4,CAT0001,Safedecor 1.0mm Master,1,93,1.0 TEX 1,1,2022-09-17,1
4571,6268,130GL7:Safegloss Liner,130 GL7,4272,FG7M0019,10,CAT0005,Safegloss Liner,1,55,0.72 M1 GL,1,2022-09-17,15
4571,5424,8021PEC:Safedecor Safari,8021 PEC,5415,FGB0548,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2021-11-14,-1
4571,2894,6829SF:Sunflower Plus,6829 SF,3379,FGB0158,21,CAT0010,Sunflower Plus,1,63,0.8 SF,1,2022-09-17,22
4571,5855,51042SMT:Satyam Laminates,51042 SMT,5765,FGA0649,29,CAT0014,Satyam Laminates,1,93,1.0 TEX 1,1,2022-09-17,3
4571,6400,181MT7:Safegloss Liner,181 MT7,6136,FG7M0093,10,CAT0005,Safegloss Liner,1,56,0.72 M1 MT/SF,1,2022-09-17,10
4571,523,11333UG+:Safedecor 1.0mm Master,11333 UG+,3883,FGA0188,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2022-09-17,3
4571,4796,HD17027UG+:SAFEDECOR DIGITAL,HD 17027 UG+,5202,FGA-HD0028,110,CAT0020,SAFEDECOR DIGITAL,1,102,1.0 HD (8X4),1,2022-09-17,6
4571,8191,8601VRN:Safedecor Safari,8601 VRN,20532,FGB0702,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2022-09-17,2
4571,8208,8601CLO:Safedecor Safari,8601 CLO,20549,FGB0719,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2022-09-17,8
4571,3658,51008SG+:Satyam Laminates,51008 SG+,4115,FGA0420,29,CAT0014,Satyam Laminates,1,108,1.0 UG+/SG+,1,2022-09-17,7
4571,4700,11400SMT:Safedecor 1.0mm Master,11400 SMT,5114,FGA0590,4,CAT0001,Safedecor 1.0mm Master,1,93,1.0 TEX 1,1,2022-09-17,2
4571,668,10001MT:Safedecor 1.0mm Master,10001 MT,4237,FGA0542,4,CAT0001,Safedecor 1.0mm Master,1,91,1.0 SF,1,2022-09-17,3
4571,528,11342UG+:Safedecor 1.0mm Master,11342 UG+,3888,FGA0193,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2022-09-17,4
4571,7924,2208HG:Satyam Plus,2208 HG,20038,FGB0646,31,CAT0015,Satyam Plus,1,60,0.8 HG,1,2022-09-17,3
4571,940,8524HGS:Safedecor Safari,8524 HGS,3468,FGB0247,6,CAT0002,Safedecor Safari,1,60,0.8 HG,1,2022-09-17,4
4571,8159,8618SLE:Safedecor Safari,8618 SLE,20500,FGB0670,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2022-09-17,1
4571,529,11343UG+:Safedecor 1.0mm Master,11343 UG+,3889,FGA0194,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2022-09-17,4
4571,5265,8559HZTWEA:Safedecor Safari,8559 HZT WEA,5372,FGB0530,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2022-09-17,2
4571,397,10002GLITTER:Safedecor 1.0mm Master,10002 GLITTER,3757,FGA0062,4,CAT0001,Safedecor 1.0mm Master,1,86,1.0 GX,1,2022-09-17,3
4571,3923,2156FIL:Satyam Plus,2156 FIL,3255,FGB0034,31,CAT0015,Satyam Plus,1,66,0.8 TEX,1,2022-09-17,1
4571,3671,50002SG+:Satyam Laminates,50002 SG+,3851,FGA0156,29,CAT0014,Satyam Laminates,1,108,1.0 UG+/SG+,1,2022-09-17,5
4571,6354,170MT7:Safegloss Liner,170 MT7,5268,FG7M0063,10,CAT0005,Safegloss Liner,1,56,0.72 M1 MT/SF,1,2022-09-17,10
4571,367,11364CW:Safedecor 1.0mm Master,11364 CW ,3727,FGA0032,4,CAT0001,Safedecor 1.0mm Master,1,93,1.0 TEX 1,1,2022-06-06,16
4571,509,11217UG+:Safedecor 1.0mm Master,11217 UG+,3869,FGA0174,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2022-06-06,5
4571,5268,8583HZTWEA:Safedecor Safari,8583 HZT WEA,5375,FGB0533,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2022-06-06,14
4571,1010,8480PEC:Safedecor Safari,8480 PEC,3279,FGB0058,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2022-06-06,14
4571,541,11363UG+:Safedecor 1.0mm Master,11363 UG+,3901,FGA0206,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2022-06-06,4
4571,995,8547SF:Safedecor Safari,8547 SF ,3523,FGB0302,6,CAT0002,Safedecor Safari,1,63,0.8 SF,1,2022-06-06,20
4571,8197,8610URR:Safedecor Safari,8610 URR,20538,FGB0708,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2022-06-06,3
4571,458,11357HZTSEA:Safedecor 1.0mm Master,11357 HZT SEA,3818,FGA0123,4,CAT0001,Safedecor 1.0mm Master,1,93,1.0 TEX 1,1,2022-06-06,6
4571,8052,11434UG+:Safedecor 1.0mm Master,11434 UG+,20401,FGA0716,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2022-06-06,6
4571,4692,10060SMT:Safedecor 1.0mm Master,10060 SMT,5106,FGA0582,4,CAT0001,Safedecor 1.0mm Master,1,93,1.0 TEX 1,1,2022-06-06,5
4571,6361,174MT7:Safegloss Liner,174 MT7,5275,FG7M0070,10,CAT0005,Safegloss Liner,1,56,0.72 M1 MT/SF,1,2022-06-06,60
4571,536,11356UG+:Safedecor 1.0mm Master,11356 UG+,3896,FGA0201,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2022-06-06,7
4571,6362,175MT7:Safegloss Liner,175 MT7,5276,FG7M0071,10,CAT0005,Safegloss Liner,1,56,0.72 M1 MT/SF,1,2022-06-06,8
4571,8208,8601CLO:Safedecor Safari,8601 CLO,20549,FGB0719,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2022-06-06,2
4571,4700,11400SMT:Safedecor 1.0mm Master,11400 SMT,5114,FGA0590,4,CAT0001,Safedecor 1.0mm Master,1,93,1.0 TEX 1,1,2022-06-06,6
4571,5845,51055ADG:Satyam Laminates,51055 ADG,5755,FGA0639,29,CAT0014,Satyam Laminates,1,93,1.0 TEX 1,1,2022-06-06,7
4571,8055,11437UG+:Safedecor 1.0mm Master,11437 UG+,20404,FGA0719,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2022-06-06,6
4571,8170,8577SUP:Safedecor Safari,8577 SUP,20511,FGB0681,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2022-06-06,24
4571,6266,148MT7:Safegloss Liner,148 MT7,4270,FG7M0017,10,CAT0005,Safegloss Liner,1,56,0.72 M1 MT/SF,1,2022-06-06,30
4571,664,11506SF:Safedecor 1.0mm Master,11506 SF,4024,FGA0329,4,CAT0001,Safedecor 1.0mm Master,1,91,1.0 SF,1,2022-06-06,1
4571,8196,8609URR:Safedecor Safari,8609 URR,20537,FGB0707,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2022-06-06,10
4571,5534,11406UG+:Safedecor 1.0mm Master,11406 UG+,5463,FGA0622,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2022-06-06,10
4571,5263,8584VNZ:Safedecor Safari,8584 VNZ,5370,FGB0528,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2022-06-06,1
4571,923,8571GVL:Safedecor Safari,8571 GVL ,3451,FGB0230,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2022-06-06,5
4571,8185,8606HGS:Safedecor Safari,8606 HGS ,20526,FGB0696,6,CAT0002,Safedecor Safari,1,60,0.8 HG,1,2022-06-06,4
4571,598,10077SF:Safedecor 1.0mm Master,10077 SF,3958,FGA0263,4,CAT0001,Safedecor 1.0mm Master,1,91,1.0 SF,1,2022-06-06,5
4571,935,8513HGS:Safedecor Safari,8513 HGS,3463,FGB0242,6,CAT0002,Safedecor Safari,1,60,0.8 HG,1,2022-06-06,4
4571,8222,8588SUP:Safedecor Safari,8588 SUP,5931,FGB0572,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2022-06-06,5
4571,8153,8612SLE:Safedecor Safari,8612 SLE,20494,FGB0664,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2022-06-06,4
4571,8177,8595HGS:Safedecor Safari,8595 HGS,20518,FGB0688,6,CAT0002,Safedecor Safari,1,60,0.8 HG,1,2022-06-06,1
4571,3595,51022VNZ:Satyam Laminates,51022 VNZ,4199,FGA0504,29,CAT0014,Satyam Laminates,1,93,1.0 TEX 1,1,2022-06-06,16
4571,8038,11426RDG:Safedecor 1.0mm Master,11426 RDG,20387,FGA0702,4,CAT0001,Safedecor 1.0mm Master,1,93,1.0 TEX 1,1,2022-06-07,2
4571,1054,509P2HGS:Safedecor Safari,509 P2 HGS,3309,FGB0088,6,CAT0002,Safedecor Safari,1,62,0.8 HG P2,1,2022-06-07,1
4571,464,11364SMT:Safedecor 1.0mm Master,11364 SMT ,3824,FGA0129,4,CAT0001,Safedecor 1.0mm Master,1,93,1.0 TEX 1,1,2022-06-07,8
4571,8206,8606CLO:Safedecor Safari,8606 CLO,20547,FGB0717,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2022-06-07,2
4571,8221,8052HGS:Safedecor Safari,8052 HGS,20562,FGB0732,6,CAT0002,Safedecor Safari,1,60,0.8 HG,1,2022-06-07,1
4571,461,11343SMT:Safedecor 1.0mm Master,11343 SMT,3821,FGA0126,4,CAT0001,Safedecor 1.0mm Master,1,93,1.0 TEX 1,1,2022-06-07,10
4571,347,11357APN:Safedecor 1.0mm Master,11357 APN ,3707,FGA0012,4,CAT0001,Safedecor 1.0mm Master,1,93,1.0 TEX 1,1,2022-06-07,4
4571,8223,8597HZTWEA:Safedecor Safari,8597 HZT WEA,20023,FGB0631,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2022-06-07,1
4571,5278,8586SF:Safedecor Safari,8586 SF,5385,FGB0543,6,CAT0002,Safedecor Safari,1,63,0.8 SF,1,2022-06-07,3
4571,912,8524ETO:Safedecor Safari,8524 ETO ,3440,FGB0219,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2022-06-07,6
4571,1058,8567HGS:Safedecor Safari,8567 HGS,3330,FGB0109,6,CAT0002,Safedecor Safari,1,60,0.8 HG,1,2022-06-07,15
4571,5257,8584RW:Safedecor Safari,8584 RW,5364,FGB0522,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2022-06-07,6
4571,939,8523HGS:Safedecor Safari,8523 HGS,3467,FGB0246,6,CAT0002,Safedecor Safari,1,60,0.8 HG,1,2022-06-07,6
4571,3605,51025SMT:Satyam Laminates,51025 SMT,4209,FGA0514,29,CAT0014,Satyam Laminates,1,93,1.0 TEX 1,1,2022-06-07,5
4571,8216,8600SF:Safedecor Safari,8600 SF,20557,FGB0727,6,CAT0002,Safedecor Safari,1,63,0.8 SF,1,2022-06-07,6
4571,8191,8601VRN:Safedecor Safari,8601 VRN,20532,FGB0702,6,CAT0002,Safedecor Safari,1,66,0.8 TEX,1,2022-06-07,5
4571,6263,145MT7:Safegloss Liner,145 MT7,4267,FG7M0014,10,CAT0005,Safegloss Liner,1,56,0.72 M1 MT/SF,1,2022-06-07,4
4571,491,10002UG+:Safedecor 1.0mm Master,10002 UG+,3851,FGA0156,4,CAT0001,Safedecor 1.0mm Master,1,108,1.0 UG+/SG+,1,2022-06-07,2
